FacilityName,FacilityType,LicenseNumber,Licensee_name,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,LicensedBedCount,Source_DSHS_Data,hsystem_contract,contact_person,contact_person_title,num_employees,num_resident,facility_email,cellphone_number,total_afh_same_management,region
New Bright Adult Family Home LLC,AF,753132,This variable does not exist for Adult Family Homes,12511 Military Rd S,Seattle,WA,98168,King,12511 Military Rd S,WA,98168,(206) 708-7950,(206) 453-3429,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Azeb Tesfamariam,Resident Manager,2,4,azebfissha@yahoo.com,(206)859-8513 (Mobile),1,4
NEW DAY SENIOR LIVING LLC,AF,752019,This variable does not exist for Adult Family Homes,31813 10TH PL SW,FEDERAL WAY,WA,98023,King,PO BOX 25864,WA,98093,(253) 945-0875,(253) 458-5122,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ANNIE KAIGAI,Resident Manager,3,6,NA,NA,1,3
New Family Life Adult Family Home,AF,753044,This variable does not exist for Adult Family Homes,36202 S 24TH PLACE,FEDERAL WAY,WA,98003,King,15820 SE 254th Pl,WA,98042,(253) 517-9941,(253) 517-8394,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Edward Macharia,Resident Manager,3,4,emachaa@hotmail.com,(253)266-9759 (Mobile),1,3
New Hazen Senior Care LLC,AF,752975,This variable does not exist for Adult Family Homes,13327 119th Ave NE,Kirkland,WA,98034,King,13327 119th Ave NE,WA,98034,(425) 780-8515,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Naomi Urcan,Resident Manager,5,6,urcan10@hotmail.com,(425)780-8515 (Mobile),1,2
NEW HOPE ELDERLY CARE LLC,AF,752972,This variable does not exist for Adult Family Homes,20912 118TH PL SE,KENT,WA,98031,King,20912 118TH PL SE,WA,98031,(253) 638-2484,(253) 638-7350,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,IOAN GROZAV,Resident Manager,3,4,adriananewhopeafh@gmail.com,(206)697-7754 (Mobile),1,3
NEW HORIZON,AF,462900,This variable does not exist for Adult Family Homes,14209 SE 180TH PL,RENTON,WA,98058,King,14209 SE 180TH PL,WA,98058,(425) 254-9639,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mary Robertson,Resident Manager,2,4,maryrobertsoncna@outlook.com,(425)306-1384 (Mobile),1,3
New Life Adult Family Home,AF,753100,This variable does not exist for Adult Family Homes,1911 Jones Ct SE,Renton ,WA,98055,King,1911 Jones Ct SE,WA,98055,(206) 321-0485,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jude Ogunleye,Resident Manager,3,5,jude.ogunleye@gmail.com,(206)321-0485 (Mobile),1,3
New Life Adult Family Home II,AF,754137,This variable does not exist for Adult Family Homes,3407 Meadow Ave N,Renton ,WA,98056,King,3407 Meadow Ave N,WA,98056,(425) 970-3097,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Denise Sheridan,Resident Manager,2,3,Jude@newlifeafh.com,(206)321-0485 (Mobile),1,3
NEW LIFE HOME CARE,AF,111300,This variable does not exist for Adult Family Homes,220 NE 175TH ST,SHORELINE,WA,98155,King,220 NE 175TH ST,WA,98155,(206) 361-9812,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Elizabeth Camacho,Resident Manager,4,5,camachoarsenio@aol.com,(206)816-5340 (Mobile),1,1
New Option Elderly Care,AF,753822,This variable does not exist for Adult Family Homes,110 Kensington Ave S,Kent,WA,98030,King,1616 Morris Ave S,WA,98055,(253) 277-2928,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Susan Shoals,Resident Manager,3,6,doinasavencu@yahoo.com,(360)907-6255 (Mobile),1,3
NEW OPTION ELDERLY LIVING,AF,752719,This variable does not exist for Adult Family Homes,1616 MORRIS AVE SOUTH,RENTON,WA,98055,King,1616 MORRIS AVE SOUTH,WA,98055,(425) 207-8120,(425) 207-8121,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Claudia Banu,Resident Manager,3,6,NA,(360)907-6255 (Mobile),1,3
Newcastle Gardens Senior Home LLC,AF,753935,This variable does not exist for Adult Family Homes,11508 SE 76TH ST,NEWCASTLE,WA,98056,King,11508 SE 76TH ST,WA,98056,(206) 245-8121,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ling Chai,Resident Manager,5,6,contact@newcastlegardenshome.com,(206)503-6080 (Mobile),1,2
NEWPORT GLEN AFH LLC,AF,752104,This variable does not exist for Adult Family Homes,6520 SE 117TH PL,BELLEVUE,WA,98006,King,6520 SE 117TH PL,WA,98006,(425) 254-1253,(425) 254-7066,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Horatiu Marcu,Resident Manager,2,3,NA,(425)260-0328 (Mobile),1,2
NEWPORT HILLS FAMILY CARE,AF,750121,This variable does not exist for Adult Family Homes,4422 154TH PL SE,BELLEVUE,WA,98006,King,4422 154TH PL SE,WA,98006,(425) 378-3554,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,RITA ALEFOSIO,Resident Manager,4,6,Nmfojas@msn.com,NA,2,2
NEWPORT HILLS HOME CARE,AF,605000,This variable does not exist for Adult Family Homes,5654  117TH AVE SE,BELLEVUE,WA,98006,King,5654  117TH AVE SE,WA,98006,(425) 747-3207,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Rodica Stefaroi,Representative,No response,No response,NA,(425)417-0283 (Mobile),1,2
NEWPORT HILLS VILLA,AF,751255,This variable does not exist for Adult Family Homes,5048 119TH AVE SE,BELLEVUE,WA,98006,King,5048 119TH AVE SE,WA,98006,(425) 401-5212,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Anica Pancea,Resident Manager,3,0,NA,(425)213-0257 (Mobile),1,2
NEWPORT HILLS VILLA AFH,AF,751781,This variable does not exist for Adult Family Homes,12210 SE 65TH STREET,BELLEVUE,WA,98006,King,12210 SE 65TH STREET,WA,98006,(425) 449-8284,(425) 401-5212,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Petru Pancea,Resident Manager,3,6,NA,(425)213-0257 (Mobile),1,2
Newport Villa Elderly Care LLC,AF,753361,This variable does not exist for Adult Family Homes,6731 123rd Pl SE,Bellevue,WA,98006,King,6731 123rd Pl SE,WA,98006,(425) 209-4471,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Diana Melcescu,Resident Manager,2,6,dianamelcesw@gmail.com,(425)457-2206 (Mobile),1,2
NICA ADULT FAMILY HOME LLC,AF,751066,This variable does not exist for Adult Family Homes,20002 20TH AVE NW,SHORELINE,WA,98177,King,20002 20TH AVE NW,WA,98177,(206) 546-2436,(425) 775-0153,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Baby Veronica Mangaliag,Resident Manager,No response,No response,NA,NA,1,1
NINA'S HOME CARE,AF,752459,This variable does not exist for Adult Family Homes,12023 SE 220TH PL,KENT,WA,98031,King,12023 SE 220TH PL,WA,98031,(253) 277-2666,(253) 236-8018,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Semira Bahtijaragic,Resident Manager,No response,No response,semirab@gmail.com,(206)898-6595 (Mobile),1,3
NOAH HOUSE,AF,240400,This variable does not exist for Adult Family Homes,816 15TH AVE E,SEATTLE,WA,98112,King,PO BOX 22023,WA,981220023,(206) 325-8912,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Gerald Scully,Representative,4,4,gerry@larcheseattle.org,(206)719-3989 (Mobile),3,4
Nora's Home Care,AF,753770,This variable does not exist for Adult Family Homes,12742 NE 132nd Place,KIRKLAND,WA,98034,King,12742 NE 132nd Place,WA,98034,(425) 820-6988,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Julia Allen,Resident Manager,5,6,noraallen@hotmail.com,(425)444-5200 (Mobile),1,2
NORTH RIDGE HOUSE,AF,96800,This variable does not exist for Adult Family Homes,745 N 180TH ST,SHORELINE,WA,98133,King,745 N 180TH ST,WA,98133,(206) 542-6666,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ramis Njie,Resident Manager,6,5,NA,(206)745-1546 (Mobile),2,1
NORTH RIDGE HOUSE,AF,98700,This variable does not exist for Adult Family Homes,20031 6TH AVE NE,SHORELINE,WA,98155,King,745 N 180TH ST,WA,98133,(206) 368-8244,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MODOU NJIE,Resident Manager,6,5,NA,NA,2,1
NORWAY HILL AFH,AF,612300,This variable does not exist for Adult Family Homes,16721 107TH PLACE NE,BOTHELL,WA,98011,King,11110 NE 164TH PL,WA,98011,(425) 481-7253,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Benone Sterciuc,Representative,3,6,RNeldercare@gmail.com,(206)719-5566 (Mobile),2,1
Nov Adult Family Homes LLC,AF,753515,This variable does not exist for Adult Family Homes,4224 Island Crest Way,Mercer Island,WA,98040,King,3021 68th Ave SE,WA,98040,(206) 948-2209,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Chelsea Nov,Resident Manager,5,5,adinov9@gmail.com,(206)948-3899 (Mobile),2,2
NOV ADULT FAMILY HOMES LLC,AF,752660,This variable does not exist for Adult Family Homes,9204 SE 42ND STREET,MERCER ISLAND,WA,98040,King,3021 68th Ave SE,WA,98040,(206) 948-2209,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ohad (Adi) Nov,Resident Manager,4,6,NA,(206)948-3899 (Mobile),2,2
Novelty Hill Adult Family Home LLC,AF,753900,This variable does not exist for Adult Family Homes,18446 NE 95th St,Redmond,WA,98052,King,18446 NE 95th St,WA,98052,(425) 882-4973,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jasjeet Bhatti,Resident Manager,2,4,NoveltyHillLLC@gmail.com,(206)941-4122 (Mobile),1,2
Number One Choice AFH LLC,AF,754078,This variable does not exist for Adult Family Homes,17225 Military Rd S,SeaTac,WA,98188,King,17225 Military Rd S,WA,98188,,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Melake Kifle,Resident Manager,No response,No response,nasmet_m@yahoo.com,(206)565-8428 (Mobile),1,3
Ohanacare AFH LLC,AF,754485,This variable does not exist for Adult Family Homes,32707 6th Ave SW,Federal Way,WA,98023,King,32707 6th Ave SW,WA,98023,(253) 344-1267,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olive Branch Adult Family Home LLC,AF,754582,This variable does not exist for Adult Family Homes,1438 DOGWOOD ST SE,AUBURN,WA,98092,King,1438 DOGWOOD ST SE,WA,98092,(253) 876-7726,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olympic Adult Family Home and Hospice Care LLC,AF,753224,This variable does not exist for Adult Family Homes,1955 H St SE,Auburn,WA,98002,King,1955 H St SE,WA,98002,(253) 545-0259,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Laarni Schwartz,Resident Manager,3,2,laarnischwartz@hotmail.com,(206)651-1051 (Mobile),1,3
OMNA ADULT FAMILY HOME,AF,612100,This variable does not exist for Adult Family Homes,17517 19TH CT NE,SHORELINE,WA,98155,King,17517 19TH CT NE,WA,98155,(206) 368-2736,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Tekeste Fessahazion,Provider,7,5,omna92afh@aol.com,(206)753-8283 (Mobile),1,1
ON GOOD HANDS ADULT FAMILY HOME LLC,AF,712000,This variable does not exist for Adult Family Homes,508 172ND PL NE,BELLEVUE,WA,98008,King,508 172ND PL NE,WA,98008,(425) 747-4808,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Cornel Turcu,Representative,3,5,NA,(206)819-0909 (Mobile),1,2
OPTIMUS FAMILY HOME,AF,750039,This variable does not exist for Adult Family Homes,14426 NE 16TH PL,BELLEVUE,WA,98007,King,14426 NE 16TH PL,WA,98007,(425) 373-5747,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Hai Pham,Provider,2,6,NA,(425)802-6774 (Mobile),1,2
Over The Rainbow AFH 2 LLC,AF,752845,This variable does not exist for Adult Family Homes,16179 MIDVALE AVE N,SHORELINE,WA,98133,King,16325 N Park Ave N,WA,98133,(206) 546-2330,(206) 546-2170,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Craig Vanerstrom,Resident Manager,2,0,Overtherainbowafh2@gmail.com,(206)359-0763 (Mobile),2,1
OVER THE RAINBOW AFH LLC,AF,752724,This variable does not exist for Adult Family Homes,16325 N PARK AVE N,SHORELINE,WA,98133,King,16325 N PARK AVE N,WA,98133,(206) 546-1049,(206) 546-2170,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Carlos Garcia Garcia,Resident Manager,2,4,overtherainbowafh@gmail.com,(206)359-0763 (Mobile),2,1
Overflow Blessings Senior Care LLC,AF,754514,This variable does not exist for Adult Family Homes,33233 36th Ave SW,Federal Way,WA,98023,King,33233 36th Ave SW,WA,98023,(206) 261-8924,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA
Overlake Adult Family Home,AF,753098,This variable does not exist for Adult Family Homes,13806 123rd Ave NE,Kirkland,WA,98034,King,13806 123rd Ave NE,WA,98034,(425) 749-8714,(425) 823-5102,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Bertold Szekeres,Resident Manager,3,3,overlake_afh@yahoo.com,(425)749-8714 (Mobile),1,2
OVERLAKE GROUP,AF,217400,This variable does not exist for Adult Family Homes,6476 123RD AVE SE,BELLEVUE,WA,98006,King,6476 123RD AVE SE,WA,98006,(425) 641-5979,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Viorica Gradinaru,Provider,6,5,vgradinar2@aol.com,NA,1,2
OVERLAKE VIEW ADULT FAMILY HOME LLC,AF,752432,This variable does not exist for Adult Family Homes,1917 JONES AVE NE,RENTON,WA,98056,King,1917 JONES AVE NE,WA,98056,(425) 226-2354,(425) 226-8208,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Vyacheslav Syrbu,Resident Manager,4,6,overlakeview@comcast.net,(206)920-8587 (Mobile),1,3
Pacific Northwest Home Care,AF,753576,This variable does not exist for Adult Family Homes,25601 16TH AVE S,DES MOINES,WA,98198,King,25601 16TH AVE S,WA,98198,(206) 592-2777,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Elena Bobaru,Resident Manager,3,5,Elena_B33@hotmail.com,(253)334-3506 (Mobile),1,3
PANORAMA VIEW ADULT HOME,AF,750398,This variable does not exist for Adult Family Homes,5908 S 295TH PL S,AUBURN,WA,98001,King,5908 S 295TH PL S,WA,98001,(253) 529-3111,(253) 529-7814,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Flora Hall,Provider,8,5,florahall50@yahoo.com,NA,1,3
Paradise Adult Family Home LLC,AF,753577,This variable does not exist for Adult Family Homes,1625 MORRIS AVE SOUTH,RENTON,WA,98055,King,1625 MORRIS AVE SOUTH,WA,98055,(425) 226-1756,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Yagya Rana,Resident Manager,3,6,rana_yagya2006@yahoo.com,(469)441-7379 (Mobile),1,3
Paradise Care Adult Family Home 2,AF,752664,This variable does not exist for Adult Family Homes,33006 28TH AVE SW,FEDERAL WAY,WA,98023,King,31614 12TH PL SW,WA,98023,(253) 529-9504,(253) 529-9504,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NORI BALI,Resident Manager,3,3,NA,(206)992-0101 (Mobile),2,3
PARADISE CARE AFH,AF,593500,This variable does not exist for Adult Family Homes,31614 12TH PL SW,FEDERAL WAY,WA,98023,King,31614 12TH PL SW,WA,98023,(253) 529-9504,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Norma Bali,Provider,4,6,paradisecareafh@msn.com,NA,2,3
PARADISE HAVEN AFH,AF,750644,This variable does not exist for Adult Family Homes,10824 SE 281ST STREET,AUBURN,WA,98092,King,10824 SE 281ST STREET,WA,98092,(253) 981-3164,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Edralene Donia,Resident Manager,3,6,NA,(206)595-0949 (Mobile),1,3
PARADISE VIEW LLC,AF,751399,This variable does not exist for Adult Family Homes,29446 59TH AVE S,AUBURN,WA,98001,King,29446 59TH AVE S,WA,98001,(253) 529-3111,(253) 529-7814,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,GRACE NALAM,Resident Manager,6,6,NA,(253)394-3123 (Mobile),1,3
PARADISE VILLA AFH,AF,332402,This variable does not exist for Adult Family Homes,15322 SE 256th St,Covington,WA,98042,King,15322 SE 256th St,WA,98042,(253) 639-7357,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Emiliana Casano,Resident Manager,4,6,ched.mercado@comcast.net,NA,1,3
PARKLANE ADULT FAMILY HOME,AF,751201,This variable does not exist for Adult Family Homes,34628 14TH PL SW,FEDERAL WAY,WA,98023,King,PO Box 26846,WA,98093,(253) 838-1702,(253) 835-8926,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Zenaida Stone,Resident Manager,No response,No response,parklaneafh1@hotmail.com    jzstones@msn.com,NA,1,3
Passion Care Adult Family Home LLC,AF,753837,This variable does not exist for Adult Family Homes,529 12th St SE,Auburn,WA,98002,King,27507 139th Ct SE,WA,98042,(253) 249-7189,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Kezziah Ngatia,Resident Manager,3,5,kezzwan@yahoo.com,(253)632-1862 (Mobile),1,3
PAX ADULT FAMILY HOME INC,AF,750630,This variable does not exist for Adult Family Homes,1924 172ND AVE NE,BELLEVUE,WA,98008,King,3311 MONTEREY CT NE,WA,98056,(425) 865-9001,(425) 649-3861,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ronaldo Almanza,Resident Manager,2,4,NA,NA,1,2
PAX I,AF,62200,This variable does not exist for Adult Family Homes,15103 SE 22ND ST,BELLEVUE,WA,98007,King,15103 SE 22ND ST,WA,98007,(425) 562-3553,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ronaldo Almanza,Representative,3,4,r_almanza@msn.com,(206)683-8469 (Mobile),1,2
Peace and Comfort LLC,AF,753899,This variable does not exist for Adult Family Homes,19037 104th Ave NE,Bothell,WA,98011,King,19037 104th Ave NE,WA,98011,(425) 483-6805,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Raisa Cucos,Resident Manager,4,5,raisacucos1982@gmail.com,(206)588-3040 (Mobile),1,1
Peace and Pleasant Care Adult Family Home LLC,AF,753552,This variable does not exist for Adult Family Homes,17223 37th LN S,Seatac,WA,981883064,King,17223 37th LN S,WA,98188-3064,(206) 931-2400,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Alemseged Kifletsion,Resident Manager,4,6,akifletsion@comcast.net,(206)588-2226 (Mobile),1,3
PEACE OF MIND ADULT FAMILY HOME,AF,751164,This variable does not exist for Adult Family Homes,14076 117TH PL NE,KIRKLAND,WA,98034,King,14076 117TH PL NE,WA,98034,(425) 820-0969,(425) 460-1035,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,EDISON NAVALUNA,Resident Manager,4,6,sheila@peaceofmindafh.com,(425)442-0930 (Mobile),1,2
PEACE OF MIND ADULT FAMILY HOME,AF,752232,This variable does not exist for Adult Family Homes,14404 119TH PLACE NE,KIRKLAND,WA,98034,King,14227 117TH AVENUE NE,WA,98034,(425) 814-0446,(425) 460-1035,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MARIA DOMENDEN,Resident Manager,3,6,NA,(425)442-0930 (Mobile),2,2
PEACE OF MIND AFH,AF,750677,This variable does not exist for Adult Family Homes,14227 117TH AVE NE,KIRKLAND,WA,98034,King,14227 117TH AVE NE,WA,98034,(425) 823-2872,(425) 460-1035,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,SHEILA NAVALUNA,Resident Manager,3,6,NA,(425)442-0930 (Mobile),2,2
Peaceful Homes LLP,AF,752839,This variable does not exist for Adult Family Homes,17231 SE Wax Road,Covington,WA,98042,King,17231 SE Wax Road,WA,98042,(253) 236-8557,(253) 277-0349,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Rajveer Grewal,Resident Manager,4,6,RAJ-Grewal@hotmail.com,(206)489-6498 (Mobile),1,3
Pendo Senior Care Inc,AF,753817,This variable does not exist for Adult Family Homes,8601 26th Ave NE,Seattle,WA,98115,King,8601 26th Ave NE,WA,98115,(206) 525-0639,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Josephine Njuguna,Resident Manager,5,5,josephine@pendoseniorcareinc.com,(206)489-9899 (Mobile),1,4
PEOPLE HELPING PEOPLE AFH,AF,750011,This variable does not exist for Adult Family Homes,1107 E MACLYN ST,KENT,WA,98030,King,1107 E MACLYN ST,WA,98030,(253) 813-0866,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Joan Alvarado,Provider,4,6,jbalvarado76@hotmail.com,NA,1,3
PEREZ AFH,AF,752456,This variable does not exist for Adult Family Homes,15708 119TH AVE NE,BOTHELL,WA,98011,King,15708 119TH AVE NE,WA,98011,(425) 419-4132,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,BLAIR PEREZ,Resident Manager,No response,No response,blairgperez@gmail.com,(206)802-5438 (Mobile),1,1
Pharos AFH LLC,AF,753708,This variable does not exist for Adult Family Homes,3728 S 188TH LANE,SEATAC,WA,98188,King,3728 S 188TH LANE,WA,98188,(206) 277-7056,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,James Kanyi,Resident Manager,5,5,PharosAFH@gmail.com,(206)235-2624 (Mobile),1,3
PHILANTHROPIA ADULT FAMILY HOME,AF,750208,This variable does not exist for Adult Family Homes,2132 BOYER AVE E,SEATTLE,WA,98112,King,2132 BOYER AVE E,WA,98112,(206) 329-8500,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Lawrence Janjic,Representative,8,6,fillhome@msn.com,NA,1,4
PINE LAKE AFH INC,AF,752166,This variable does not exist for Adult Family Homes,3407 228TH AVE SE,SAMMAMISH,WA,98075,King,3407 228TH AVE SE,WA,98075,(425) 837-9961,(425) 837-9961,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Viorica Pop,Resident Manager,4,5,NA,(425)829-2720 (Mobile),1,2
PINEDA'S HOME CARE,AF,178700,This variable does not exist for Adult Family Homes,4316 171ST AVE NE,REDMOND,WA,98052,King,4316 171ST AVE NE,WA,98052,(425) 885-6862,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Bonaparte Pineda,Provider,3,6,NA,(425)830-5511 (Mobile),1,2
PINEHURST HOME,AF,519500,This variable does not exist for Adult Family Homes,11757 9TH AVE NE,SEATTLE,WA,98125,King,11534 7TH AVE NE,WA,98125,(206) 367-3224,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Evelyn Anduvate,Provider,3,4,eveanduvate@hotmail.com,(206)794-4354 (Mobile),3,4
PINEHURST HOME,AF,732800,This variable does not exist for Adult Family Homes,13516 23RD PL NE,SEATTLE,WA,98125,King,11534 7TH AVE NE,WA,98125,(206) 695-2890,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,BOGALECH HADERO,Resident Manager,6,6,eveanduvate@hotmail.com,(206)794-4354 (Mobile),3,4
